,날짜,시가,고가,저가,종가,거래량,종목코드,종목명
413,2021-08-31,15300,15350,14950,15200,30130,001260,남광토건
414,2021-08-30,3740,3765,3695,3715,1418298,008350,남선알미늄
415,2021-08-31,3720,3730,3630,3725,1171029,008350,남선알미늄
416,2021-08-30,44000,44000,43500,43500,1896,008355,남선알미우
417,2021-08-31,43000,43000,42400,42800,901,008355,남선알미우
418,2021-08-30,3370,3470,3240,3470,1148978,004270,남성
419,2021-08-31,3445,3445,3355,3410,313319,004270,남성
420,2021-08-30,561000,571000,548000,554000,4203,003920,남양유업
421,2021-08-31,552000,575000,549000,565000,4838,003920,남양유업
422,2021-08-30,306000,307500,306000,306000,159,003925,남양유업우
423,2021-08-31,306000,310500,306000,307000,122,003925,남양유업우
424,2021-08-30,11150,11300,10900,10950,702871,025860,남해화학
425,2021-08-31,11000,11050,10550,10950,665139,025860,남해화학
426,2021-08-30,4955,4990,4920,4935,24545,005720,넥센
427,2021-08-31,4935,4980,4895,4975,15745,005720,넥센
428,2021-08-30,3670,3670,3560,3600,12174,005725,넥센우
429,2021-08-31,3650,3710,3650,3670,3453,005725,넥센우
430,2021-08-30,8480,8600,8370,8400,166666,002350,넥센타이어
431,2021-08-31,8390,8450,8290,8380,115022,002350,넥센타이어
432,2021-08-30,3755,3755,3700,3750,394,002355,넥센타이어1우B
433,2021-08-31,3700,3750,3695,3750,2726,002355,넥센타이어1우B
434,2021-08-30,28100,34050,28050,30700,11914719,003580,넥스트사이언스
435,2021-08-31,31450,31450,27100,29000,5098627,003580,넥스트사이언스
436,2021-08-30,128000,128500,124000,125000,236501,251270,넷마블
437,2021-08-31,123500,129500,123000,129000,322634,251270,넷마블
438,2021-08-30,11100,11450,10900,11200,143471,090350,노루페인트
439,2021-08-31,11250,11300,11050,11250,76102,090350,노루페인트
440,2021-08-30,24450,24450,23900,23900,6172,090355,노루페인트우
441,2021-08-31,23650,23800,23400,23700,3326,090355,노루페인트우
442,2021-08-30,13000,13100,12800,13000,8231,000320,노루홀딩스
443,2021-08-31,13100,13750,12750,13700,102040,000320,노루홀딩스
444,2021-08-30,58500,58500,54500,56300,10016,000325,노루홀딩스우
445,2021-08-31,55400,55400,54600,55100,4788,000325,노루홀딩스우
446,2021-08-30,360000,365000,345000,350500,206278,006280,녹십자
447,2021-08-31,351500,386000,342500,385000,473252,006280,녹십자
448,2021-08-30,33750,33900,32850,32950,148939,005250,녹십자홀딩스
449,2021-08-31,32950,35100,32450,34650,693495,005250,녹십자홀딩스
450,2021-08-30,76000,76000,74000,74900,1496,005257,녹십자홀딩스2우
451,2021-08-31,74900,97300,74900,97300,26972,005257,녹십자홀딩스2우
452,2021-08-30,303000,303500,297500,299000,17165,004370,농심
453,2021-08-31,299000,300500,296500,298500,21748,004370,농심
454,2021-08-30,75800,75900,75000,75800,1306,072710,농심홀딩스
455,2021-08-31,75500,76300,75500,76300,1600,072710,농심홀딩스
456,2021-08-30,5700,5900,5700,5730,69132,058730,다스코
457,2021-08-31,5690,5880,5650,5730,70825,058730,다스코
458,2021-08-30,26700,26700,26000,26000,107297,023590,다우기술
459,2021-08-31,26150,26250,25700,26050,73915,023590,다우기술
460,2021-08-30,591,604,586,592,862053,145210,다이나믹디자인
461,2021-08-31,594,603,580,593,910757,145210,다이나믹디자인
462,2021-08-30,4350,4365,4305,4325,65759,019680,대교
463,2021-08-31,4310,4370,4255,4340,73936,019680,대교
464,2021-08-30,3295,3330,3235,3255,68365,019685,대교우B
465,2021-08-31,3225,3295,3215,3230,43562,019685,대교우B
466,2021-08-30,10900,11250,10850,11000,6623,006370,대구백화점
467,2021-08-31,11000,11350,10900,11300,9577,006370,대구백화점
468,2021-08-30,7560,7650,7510,7520,139185,008060,대덕
469,2021-08-31,7550,7550,7480,7520,92692,008060,대덕
470,2021-08-30,11400,11400,11250,11400,13736,00806K,대덕1우
471,2021-08-31,11300,11400,11150,11300,6574,00806K,대덕1우
472,2021-08-30,18650,18850,18150,18700,1679858,353200,대덕전자
473,2021-08-31,18650,18900,18250,18500,1244945,353200,대덕전자
474,2021-08-30,15300,15350,15050,15150,16797,35320K,대덕전자1우
475,2021-08-31,15050,15250,14900,15100,17695,35320K,대덕전자1우
476,2021-08-30,10750,10750,10500,10600,268983,000490,대동
477,2021-08-31,10600,10650,10350,10650,288053,000490,대동
478,2021-08-30,6750,6800,6690,6690,17201,008110,대동전자
479,2021-08-31,6680,6800,6670,6770,8235,008110,대동전자
480,2021-08-30,7160,7840,7160,7730,191400,005750,대림B&Co
481,2021-08-31,7730,7820,7580,7750,72614,005750,대림B&Co
482,2021-08-30,4085,4115,4010,4050,14697,006570,대림통상
483,2021-08-31,4050,4125,3970,4040,10027,006570,대림통상
484,2021-08-30,25200,25450,25150,25350,101196,001680,대상
485,2021-08-31,25450,25450,24950,25250,138503,001680,대상
486,2021-08-30,19150,19250,19000,19250,2398,001685,대상우
487,2021-08-31,19250,19400,19150,19200,2355,001685,대상우
488,2021-08-30,10950,11200,10900,11100,101910,084690,대상홀딩스
489,2021-08-31,11100,11150,10900,11000,110938,084690,대상홀딩스
490,2021-08-30,12650,13000,12650,12800,3150,084695,대상홀딩스우
491,2021-08-31,12750,12900,12500,12550,2428,084695,대상홀딩스우
492,2021-08-30,4425,4530,4420,4450,106725,128820,대성산업
493,2021-08-31,4460,4565,4440,4510,74424,128820,대성산업
494,2021-08-30,6500,6500,6290,6390,27216,117580,대성에너지
495,2021-08-31,6390,6410,6320,6390,18415,117580,대성에너지
496,2021-08-30,40100,40100,39600,39800,6331,016710,대성홀딩스
497,2021-08-31,39600,39900,39500,39600,11807,016710,대성홀딩스
498,2021-08-30,19050,19250,19000,19100,128527,003540,대신증권
499,2021-08-31,19000,19200,18850,19200,126204,003540,대신증권
500,2021-08-30,16700,16750,16500,16550,29728,003547,대신증권2우B
501,2021-08-31,16650,16700,16450,16550,22536,003547,대신증권2우B
502,2021-08-30,17250,17250,17100,17150,53742,003545,대신증권우
503,2021-08-31,17150,17200,17000,17200,67208,003545,대신증권우
504,2021-08-30,5320,5450,5270,5370,578498,009190,대양금속
505,2021-08-31,5430,5430,5300,5380,320671,009190,대양금속
506,2021-08-30,2800,2810,2760,2760,1067646,014160,대영포장
507,2021-08-31,2745,2785,2680,2700,1229510,014160,대영포장
508,2021-08-30,7090,7340,7080,7190,2798102,047040,대우건설
509,2021-08-31,7250,7350,7140,7350,2051113,047040,대우건설
510,2021-08-30,2535,2660,2520,2650,1014337,009320,대우부품
511,2021-08-31,2675,2685,2610,2650,1165634,009320,대우부품
512,2021-08-30,26900,28300,26850,28050,382934,042660,대우조선해양
513,2021-08-31,28550,28700,27400,28050,519825,042660,대우조선해양
514,2021-08-30,34250,34950,34200,34550,110837,003090,대웅
515,2021-08-31,34500,36450,33900,36300,220220,003090,대웅
516,2021-08-30,161500,162500,158000,162000,79434,069620,대웅제약
517,2021-08-31,160500,167000,160000,166000,73263,069620,대웅제약
518,2021-08-30,4425,4470,4410,4430,695485,000430,대원강업
519,2021-08-31,4460,4485,4385,4470,443790,000430,대원강업
520,2021-08-30,2210,2255,2205,2205,1155263,006340,대원전선
521,2021-08-31,2235,2235,2120,2165,1104387,006340,대원전선
522,2021-08-30,3860,3910,3860,3910,41338,006345,대원전선우
523,2021-08-31,3905,3975,3865,3975,21441,006345,대원전선우
524,2021-08-30,20500,21050,20200,20450,1039373,003220,대원제약
525,2021-08-31,20250,20950,19850,20800,1415282,003220,대원제약
526,2021-08-30,3040,3175,2915,3095,11181970,024890,대원화성
527,2021-08-31,3085,3255,3015,3250,8219158,024890,대원화성
528,2021-08-30,1275,1285,1250,1270,1185772,002880,대유에이텍
529,2021-08-31,1295,1295,1260,1290,1348801,002880,대유에이텍
530,2021-08-30,1380,1380,1305,1305,1127616,000300,대유플러스
531,2021-08-31,1310,1430,1275,1385,10156211,000300,대유플러스
532,2021-08-30,2200,2240,2165,2215,1367044,012800,대창
533,2021-08-31,2215,2235,2170,2195,1065186,012800,대창
534,2021-08-30,8000,8120,7920,8100,54083,015230,대창단조
535,2021-08-31,8050,8130,8020,8110,44897,015230,대창단조
536,2021-08-30,43450,43850,43400,43550,17890,001070,대한방직
537,2021-08-31,43600,43800,43300,43400,7273,001070,대한방직
538,2021-08-30,234000,240500,229000,230000,83609,006650,대한유화
539,2021-08-31,230500,232500,226000,231500,49303,006650,대한유화
540,2021-08-30,2465,2560,2455,2520,12717358,001440,대한전선
541,2021-08-31,2530,2540,2460,2495,7366681,001440,대한전선
542,2021-08-30,21500,22050,21100,21850,243829,084010,대한제강
543,2021-08-31,21850,22400,21500,21950,107159,084010,대한제강
544,2021-08-30,3000,3030,2990,3000,116817,001790,대한제당
545,2021-08-31,3000,3005,2975,2995,191593,001790,대한제당
546,2021-08-30,3190,3200,3110,3115,41669,001795,대한제당우
547,2021-08-31,3115,3195,3060,3115,43162,001795,대한제당우
548,2021-08-30,166500,166500,163500,164500,2166,001130,대한제분
549,2021-08-31,164500,165000,162500,165000,2713,001130,대한제분
550,2021-08-30,30700,31300,30600,31100,3927602,003490,대한항공
551,2021-08-31,30800,31300,30500,31300,3456826,003490,대한항공
552,2021-08-30,39850,39850,39100,39100,5363,003495,대한항공우
553,2021-08-31,39100,39200,38700,39200,3309,003495,대한항공우
554,2021-08-30,2950,2965,2910,2915,1507769,005880,대한해운
555,2021-08-31,2920,2945,2885,2945,1410577,005880,대한해운
556,2021-08-30,140500,147500,140500,143500,1669,003830,대한화섬
557,2021-08-31,145000,145500,142500,142500,399,003830,대한화섬
558,2021-08-30,2590,2590,2540,2575,92814,016090,대현
559,2021-08-31,2575,2600,2530,2585,83477,016090,대현
560,2021-08-30,4000,4100,3930,4080,340244,069460,대호에이엘
561,2021-08-31,4090,4090,3915,3995,297944,069460,대호에이엘
562,2021-08-30,63100,64800,62200,62500,211257,192080,더블유게임즈
563,2021-08-31,62800,63800,62100,63300,105499,192080,더블유게임즈
564,2021-08-30,83400,83900,82800,83100,52926,012510,더존비즈온
565,2021-08-31,83500,85800,82300,85300,170131,012510,더존비즈온
566,2021-08-30,18300,18500,17500,17600,558351,004830,덕성
567,2021-08-31,17550,17550,16850,17050,475131,004830,덕성
568,2021-08-30,25000,25200,23600,23700,65254,004835,덕성우
569,2021-08-31,23700,24050,22950,23000,40877,004835,덕성우
570,2021-08-30,3285,3285,3170,3175,250204,024900,덕양산업
571,2021-08-31,3175,3220,3125,3175,129422,024900,덕양산업
572,2021-08-30,86000,87000,84500,85100,84686,145720,덴티움
573,2021-08-31,85200,87900,84700,87100,73407,145720,덴티움
574,2021-08-30,8410,8490,8330,8420,26321,002150,도화엔지니어링
575,2021-08-31,8500,8500,8270,8460,26306,002150,도화엔지니어링
576,2021-08-30,19800,20450,19700,20250,1249286,001230,동국제강
577,2021-08-31,20400,20600,19950,20300,754087,001230,동국제강
578,2021-08-30,65300,65700,65200,65600,2281,023450,동남합성
579,2021-08-31,65300,65600,65300,65600,460,023450,동남합성
580,2021-08-30,5380,5450,5360,5360,265752,004140,동방
581,2021-08-31,5370,5410,5260,5290,447181,004140,동방
582,2021-08-30,7570,7690,7560,7610,14363,007590,동방아그로
583,2021-08-31,7580,7640,7460,7480,27734,007590,동방아그로
584,2021-08-30,13850,14050,13800,14050,146260,005960,동부건설
585,2021-08-31,14050,14050,13850,14000,105899,005960,동부건설
586,2021-08-30,48500,51500,48500,50200,10045,005965,동부건설우
587,2021-08-31,50200,50200,48050,48500,5791,005965,동부건설우
588,2021-08-30,29100,29400,28900,28900,77565,026960,동서
589,2021-08-31,28850,29150,28700,28900,81027,026960,동서
590,2021-08-30,10700,10850,10300,10500,266325,002210,동성제약
591,2021-08-31,10400,10500,10100,10400,169312,002210,동성제약
592,2021-08-30,5670,5720,5670,5690,22427,102260,동성케미컬
593,2021-08-31,5720,5740,5660,5690,83878,102260,동성케미컬
594,2021-08-30,114500,115500,113000,114500,3880,000640,동아쏘시오홀딩스
595,2021-08-31,114500,115000,111000,115000,17096,000640,동아쏘시오홀딩스
596,2021-08-30,77700,78000,77300,77500,15034,170900,동아에스티
597,2021-08-31,77800,77800,76400,77000,17731,170900,동아에스티
598,2021-08-30,20400,21100,20400,21000,107452,028100,동아지질
599,2021-08-31,21200,21200,20650,21150,82776,028100,동아지질
600,2021-08-30,13050,13150,12650,12850,55084,282690,동아타이어
601,2021-08-31,12800,12900,12700,12850,13243,282690,동아타이어
602,2021-08-30,1770,1790,1730,1750,864473,001520,동양
603,2021-08-31,1745,1760,1690,1745,1281738,001520,동양
604,2021-08-30,16500,16500,16200,16500,2903,001527,동양2우B
605,2021-08-31,16450,16750,16250,16750,576,001527,동양2우B
606,2021-08-30,42900,42900,41300,41850,1416,001529,동양3우B
607,2021-08-31,41200,41450,40800,41450,1021,001529,동양3우B
608,2021-08-30,21750,22200,21550,22050,4754,084670,동양고속
609,2021-08-31,21850,22250,21850,22150,2362,084670,동양고속
610,2021-08-30,5470,5470,5270,5380,307810,082640,동양생명
611,2021-08-31,5350,5400,5330,5400,218747,082640,동양생명
612,2021-08-30,8490,8490,8300,8380,2505,001525,동양우
613,2021-08-31,8320,8370,8300,8370,3505,001525,동양우
614,2021-08-30,1550,1600,1530,1555,1814162,008970,동양철관
615,2021-08-31,1560,1565,1530,1540,1745792,008970,동양철관
616,2021-08-30,7460,8080,7250,7770,1760213,092780,동양피스톤
617,2021-08-31,7990,8500,7580,7600,2298690,092780,동양피스톤
618,2021-08-30,208500,212500,207500,210000,6262,049770,동원F&B
619,2021-08-31,208500,210500,204500,207500,5490,049770,동원F&B
620,2021-08-30,997,1010,988,994,84194,018500,동원금속
621,2021-08-31,996,1000,986,1000,114603,018500,동원금속
622,2021-08-30,242500,246500,241500,245500,6618,006040,동원산업
623,2021-08-31,242000,248000,242000,244000,2481,006040,동원산업
624,2021-08-30,9310,9550,9270,9500,52336,030720,동원수산
625,2021-08-31,9520,9580,9410,9480,33099,030720,동원수산
626,2021-08-30,54500,56600,53100,56100,229006,014820,동원시스템즈
627,2021-08-31,55800,57100,53600,56700,164139,014820,동원시스템즈
628,2021-08-30,37800,38250,37200,38050,843,014825,동원시스템즈우
629,2021-08-31,38050,38050,37200,37750,457,014825,동원시스템즈우
630,2021-08-30,8500,8610,8440,8580,17808,163560,동일고무벨트
631,2021-08-31,8590,8650,8520,8600,20276,163560,동일고무벨트
632,2021-08-30,111500,111500,109000,110000,7976,004890,동일산업
633,2021-08-31,110000,111000,109500,110500,756,004890,동일산업
634,2021-08-30,4110,4195,4065,4120,80769,002690,동일제강
635,2021-08-31,4140,4220,4120,4220,123798,002690,동일제강
636,2021-08-30,15100,15200,14900,15000,163341,000020,동화약품
637,2021-08-31,15000,15000,14600,14850,186015,000020,동화약품
638,2021-08-30,89900,91000,88700,90300,36148,000150,두산
639,2021-08-31,90400,90400,87200,89500,72097,000150,두산
640,2021-08-30,116000,118000,114500,117000,1268,000157,두산2우B
641,2021-08-31,117000,117000,112000,115500,1904,000157,두산2우B
642,2021-08-30,42500,42900,42000,42550,103034,241560,두산밥캣
643,2021-08-31,42550,43350,41950,43350,295173,241560,두산밥캣
644,2021-08-30,64600,65600,64400,65300,1864,000155,두산우
645,2021-08-31,65300,65400,64000,65100,2295,000155,두산우
646,2021-08-30,11750,12250,11750,12050,2966472,042670,두산인프라코어
647,2021-08-31,11950,12050,11700,11800,1571882,042670,두산인프라코어
648,2021-08-30,20750,20850,20350,20400,2821185,034020,두산중공업
649,2021-08-31,20400,20900,20100,20900,4134102,034020,두산중공업
650,2021-08-30,52700,54100,51800,53000,2347025,336260,두산퓨얼셀
651,2021-08-31,53400,55700,52000,54900,3673843,336260,두산퓨얼셀
652,2021-08-30,16300,16450,15850,15950,77413,33626K,두산퓨얼셀1우
653,2021-08-31,16350,16500,15700,16150,123783,33626K,두산퓨얼셀1우
654,2021-08-30,23450,23450,22200,22600,70972,33626L,두산퓨얼셀2우B
655,2021-08-31,23100,23650,21950,22750,140234,33626L,두산퓨얼셀2우B
656,2021-08-30,5170,5380,5100,5260,1913406,016740,두올
657,2021-08-31,5310,5310,5040,5160,851952,016740,두올
658,2021-08-30,10850,11350,10850,11300,492705,192650,드림텍
659,2021-08-31,11450,11650,11200,11500,409431,192650,드림텍
660,2021-08-30,17100,17600,17100,17400,21152,024090,디씨엠
661,2021-08-31,17150,17750,17000,17550,25672,024090,디씨엠
662,2021-08-30,10050,10050,9730,9880,261128,003160,디아이
663,2021-08-31,9890,9950,9680,9710,237017,003160,디아이
664,2021-08-30,5710,5810,5460,5510,502316,092200,디아이씨
665,2021-08-31,5560,5600,5360,5580,431798,092200,디아이씨
666,2021-08-30,5290,5290,5200,5230,1406894,377190,디앤디플랫폼리츠
667,2021-08-31,5220,5330,5180,5320,1534228,377190,디앤디플랫폼리츠
668,2021-08-30,5800,5820,5700,5780,82411,013570,디와이
669,2021-08-31,5800,5800,5680,5790,73567,013570,디와이
670,2021-08-30,15300,15600,15200,15300,116533,210540,디와이파워
671,2021-08-31,15350,15400,15000,15200,66165,210540,디와이파워
672,2021-08-30,49850,50100,48100,48500,63729,007340,디티알오토모티브
673,2021-08-31,48500,49050,47650,48450,38655,007340,디티알오토모티브
674,2021-08-30,13800,14450,13550,14350,2050634,026890,디피씨
675,2021-08-31,14550,14650,14150,14500,1755515,026890,디피씨
676,2021-08-30,12450,12450,12100,12150,44109,115390,락앤락
677,2021-08-31,12100,12250,11900,12050,71267,115390,락앤락
678,2021-08-30,19450,19600,19000,19100,573313,032350,롯데관광개발
679,2021-08-31,19200,19200,18450,18900,662625,032350,롯데관광개발
680,2021-08-30,50700,51000,50200,50300,324780,089860,롯데렌탈
681,2021-08-31,50700,50700,49450,49550,512438,089860,롯데렌탈
682,2021-08-30,5820,5820,5730,5770,301896,330590,롯데리츠
683,2021-08-31,5770,5790,5710,5760,446118,330590,롯데리츠
684,2021-08-30,1845,1855,1825,1830,211740,000400,롯데손해보험
685,2021-08-31,1825,1830,1785,1820,390138,000400,롯데손해보험
686,2021-08-30,108500,108500,106500,107500,40197,023530,롯데쇼핑
687,2021-08-31,107000,108000,105000,107500,101065,023530,롯데쇼핑
688,2021-08-30,71200,71300,69100,69900,136901,004000,롯데정밀화학
689,2021-08-31,69600,70900,68900,70100,126603,004000,롯데정밀화학
690,2021-08-30,37350,37700,36950,37200,34794,286940,롯데정보통신
691,2021-08-31,37450,37650,36750,37550,43576,286940,롯데정보통신
692,2021-08-30,139000,139500,137000,139000,4022,280360,롯데제과
693,2021-08-31,138000,139000,137500,138500,1031,280360,롯데제과
694,2021-08-30,35400,35850,35350,35550,91486,004990,롯데지주
695,2021-08-31,35500,35650,34750,35500,122000,004990,롯데지주
696,2021-08-30,56000,56000,55000,55500,259,00499K,롯데지주우
697,2021-08-31,54400,55900,54400,55600,799,00499K,롯데지주우
698,2021-08-30,141500,146000,140000,145000,61499,005300,롯데칠성
699,2021-08-31,143000,146000,142000,145000,27659,005300,롯데칠성
700,2021-08-30,76900,76900,75700,76300,842,005305,롯데칠성우
701,2021-08-31,75400,76600,75400,76000,514,005305,롯데칠성우
702,2021-08-30,246000,252000,244500,246000,169270,011170,롯데케미칼
703,2021-08-31,247000,250000,242500,250000,135647,011170,롯데케미칼
704,2021-08-30,424000,427500,420000,424000,1182,002270,롯데푸드
705,2021-08-31,420500,426000,417500,420000,1157,002270,롯데푸드
706,2021-08-30,31700,31900,31350,31450,29362,071840,롯데하이마트
707,2021-08-31,31650,31650,30950,31350,74775,071840,롯데하이마트
708,2021-08-30,500,501,481,483,5901463,027740,마니커
709,2021-08-31,483,488,461,475,5650918,027740,마니커
710,2021-08-30,61000,61400,60300,60800,213906,204320,만도
711,2021-08-31,61000,61100,59500,60700,191791,204320,만도
712,2021-08-30,21850,21900,21650,21900,1999,001080,만호제강
713,2021-08-31,21900,22000,21700,21900,1731,001080,만호제강
714,2021-08-30,12300,12350,12250,12350,1001984,088980,맥쿼리인프라
715,2021-08-31,12350,12400,12300,12400,976041,088980,맥쿼리인프라
716,2021-08-30,4675,4675,4640,4645,67813,094800,맵스리얼티1
717,2021-08-31,4670,4670,4640,4650,35827,094800,맵스리얼티1
718,2021-08-30,26650,27000,25800,27000,134863,138040,메리츠금융지주
719,2021-08-31,28900,29800,27950,28750,563735,138040,메리츠금융지주
720,2021-08-30,5360,5370,5250,5250,1324410,008560,메리츠증권
721,2021-08-31,5300,5360,5200,5360,2213623,008560,메리츠증권
722,2021-08-30,25250,25300,24250,24600,514433,000060,메리츠화재
723,2021-08-31,25900,27000,25150,26550,841113,000060,메리츠화재
724,2021-08-30,1080,1100,1070,1070,335566,090370,메타랩스
725,2021-08-31,1070,1085,1055,1075,272777,090370,메타랩스
726,2021-08-30,5520,5560,5480,5520,181468,017180,명문제약
727,2021-08-31,5500,5560,5470,5540,222619,017180,명문제약
728,2021-08-30,30300,30300,29450,29700,633783,009900,명신산업
729,2021-08-31,29950,30900,29650,30900,831317,009900,명신산업
730,2021-08-30,4690,4690,4580,4600,69301,012690,모나리자
731,2021-08-31,4590,4600,4530,4580,87678,012690,모나리자
732,2021-08-30,5180,5180,5110,5140,94123,005360,모나미
733,2021-08-31,5130,5140,5040,5100,135008,005360,모나미
734,2021-08-30,4060,4060,3995,4035,7700,204210,모두투어리츠
735,2021-08-31,4005,4030,4000,4020,6822,204210,모두투어리츠
736,2021-08-30,12250,12450,11900,12100,321511,009680,모토닉
737,2021-08-31,12400,12450,11950,12050,181440,009680,모토닉
738,2021-08-30,4815,4820,4735,4775,87296,009580,무림P&P
739,2021-08-31,4720,4785,4695,4760,79024,009580,무림P&P
740,2021-08-30,3040,3045,2960,2970,130076,009200,무림페이퍼
741,2021-08-31,2975,3010,2925,2955,79037,009200,무림페이퍼
742,2021-08-30,7400,7620,7390,7620,28656,033920,무학
743,2021-08-31,7650,7700,7480,7500,33466,033920,무학
744,2021-08-30,4665,4795,4665,4785,190959,008420,문배철강
745,2021-08-31,4765,4830,4580,4730,172742,008420,문배철강
746,2021-08-30,14200,14650,14100,14350,42529,025560,미래산업
747,2021-08-31,14350,14500,13700,14100,35126,025560,미래산업
748,2021-08-30,564,578,563,566,815450,007120,미래아이앤지
749,2021-08-31,566,570,555,560,1046692,007120,미래아이앤지
750,2021-08-30,4985,4985,4970,4985,18540,357250,미래에셋맵스리츠
751,2021-08-31,4985,4995,4970,4990,23396,357250,미래에셋맵스리츠
752,2021-08-30,4410,4460,4105,4340,202108,085620,미래에셋생명
753,2021-08-31,4305,4370,4270,4320,133410,085620,미래에셋생명
754,2021-08-30,8900,8930,8750,8790,1050298,006800,미래에셋증권
755,2021-08-31,8770,8840,8620,8820,1929855,006800,미래에셋증권
756,2021-08-30,4750,4750,4685,4720,172218,00680K,미래에셋증권2우B
757,2021-08-31,4725,4765,4685,4750,394223,00680K,미래에셋증권2우B
758,2021-08-30,6090,6190,6050,6070,25940,006805,미래에셋증권우
759,2021-08-31,6150,6150,5940,6040,45532,006805,미래에셋증권우
760,2021-08-30,206500,206500,201000,203000,1965,002840,미원상사
761,2021-08-31,203000,205000,201000,204000,1145,002840,미원상사
762,2021-08-30,188000,188000,184500,185500,655,268280,미원에스씨
763,2021-08-31,187500,189500,186000,186500,862,268280,미원에스씨
764,2021-08-30,127000,128000,126000,127000,679,107590,미원홀딩스
765,2021-08-31,128500,129500,125000,129500,1850,107590,미원홀딩스
766,2021-08-30,80400,80400,79900,80000,183,134380,미원화학
767,2021-08-31,80000,80000,79900,80000,167,134380,미원화학
768,2021-08-30,79200,79500,77600,78000,1658,003650,미창석유
769,2021-08-31,77400,78500,76100,78200,1198,003650,미창석유
770,2021-08-30,2790,2795,2765,2790,23520,155900,바다로19호
771,2021-08-31,2790,2795,2785,2790,9282,155900,바다로19호
772,2021-08-30,2435,2455,2420,2435,60035,003610,방림
773,2021-08-31,2435,2500,2435,2495,129859,003610,방림
774,2021-08-30,5630,5630,5530,5560,270182,001340,백광산업
775,2021-08-31,5540,5600,5400,5480,439834,001340,백광산업
776,2021-08-30,8570,8950,8480,8810,366353,035150,백산
777,2021-08-31,8750,8970,8660,8970,266752,035150,백산
778,2021-08-30,9900,12300,9810,11950,15881052,002410,범양건영
779,2021-08-31,12000,12850,11750,12350,8323375,002410,범양건영
780,2021-08-30,233,235,231,234,275219,096300,베트남개발1
781,2021-08-31,234,235,232,232,55172,096300,베트남개발1
782,2021-08-30,3865,4145,3815,3880,1925501,007210,벽산
783,2021-08-31,3895,4025,3850,4000,862781,007210,벽산
784,2021-08-30,2375,2395,2345,2375,490702,002760,보락
785,2021-08-31,2405,2405,2320,2350,649704,002760,보락
786,2021-08-30,16850,16900,16500,16600,239629,003850,보령제약
787,2021-08-31,16600,16600,16250,16550,383584,003850,보령제약
788,2021-08-30,1030,1040,1025,1040,736127,000890,보해양조
789,2021-08-31,1035,1040,1020,1030,766436,000890,보해양조
790,2021-08-30,21900,22650,21750,22000,1669603,003000,부광약품
791,2021-08-31,21900,22050,21100,21700,1538252,003000,부광약품
792,2021-08-30,24700,24800,24350,24600,2453,001270,부국증권
793,2021-08-31,24600,24700,24400,24600,1271,001270,부국증권
794,2021-08-30,22800,22800,22650,22700,839,001275,부국증권우
795,2021-08-31,22650,22800,22650,22800,2913,001275,부국증권우
796,2021-08-30,5900,6000,5820,5940,509529,026940,부국철강
797,2021-08-31,5890,5940,5720,5790,312721,026940,부국철강
798,2021-08-30,58700,59500,58400,59400,1806,015350,부산가스
799,2021-08-31,59400,59500,59000,59200,1335,015350,부산가스
800,2021-08-30,136000,139000,134000,137000,8025,011390,부산산업
801,2021-08-31,139000,139000,136500,137500,3195,011390,부산산업
802,2021-08-30,555,591,551,558,1407416,005030,부산주공
803,2021-08-31,559,583,557,562,590046,005030,부산주공
804,2021-08-30,3385,3400,3340,3390,125847,002070,비비안
805,2021-08-31,3390,3425,3340,3370,123454,002070,비비안
806,2021-08-30,9850,9920,9700,9870,34841,100220,비상교육
807,2021-08-31,9870,9930,9750,9910,37493,100220,비상교육
808,2021-08-30,7370,7430,7000,7280,84083,030790,비케이탑스
809,2021-08-31,7240,7400,6950,7000,142400,030790,비케이탑스
810,2021-08-30,56400,57100,56300,56800,13864,005180,빙그레
811,2021-08-31,56900,57200,56400,57100,14726,005180,빙그레
812,2021-08-30,31400,31550,30300,30550,67177,003960,사조대림
813,2021-08-31,30500,30950,29950,30550,73054,003960,사조대림
814,2021-08-30,1415,1420,1375,1380,1456378,008040,사조동아원
815,2021-08-31,1385,1385,1355,1365,973748,008040,사조동아원
816,2021-08-30,61100,61200,59600,60000,14893,007160,사조산업
817,2021-08-31,60000,60500,59000,60300,16626,007160,사조산업
818,2021-08-30,5800,5850,5700,5710,50156,014710,사조씨푸드
819,2021-08-31,5670,5750,5650,5700,30009,014710,사조씨푸드
820,2021-08-30,10700,10850,10700,10850,19635,006090,사조오양
821,2021-08-31,10900,10900,10650,10900,22194,006090,사조오양
822,2021-08-30,2755,3025,2735,2975,5974140,001470,삼부토건
823,2021-08-31,2960,3000,2855,2980,2006802,001470,삼부토건
824,2021-08-30,773000,775000,753000,763000,190003,006400,삼성SDI
825,2021-08-31,762000,793000,760000,793000,387043,006400,삼성SDI
826,2021-08-30,427500,428000,419500,421500,4037,006405,삼성SDI우
827,2021-08-31,420500,430000,418000,428500,8471,006405,삼성SDI우
828,2021-08-30,20350,21400,20050,20350,111956,006660,삼성공조
829,2021-08-31,20350,20600,19450,19700,92242,006660,삼성공조
830,2021-08-30,134000,134000,131500,131500,204717,028260,삼성물산
831,2021-08-31,131500,133500,129000,133000,468789,028260,삼성물산
832,2021-08-30,129500,130500,129000,129000,4455,02826K,삼성물산우B
833,2021-08-31,129500,129500,127500,129000,9048,02826K,삼성물산우B
