,날짜,시가,고가,저가,종가,거래량,종목코드,종목명
1245,2021-08-31,3985,4060,3880,3955,346251,025820,이구산업
1246,2021-08-30,59200,59200,58300,58700,15952,214320,이노션
1247,2021-08-31,58500,59000,58000,58500,27567,214320,이노션
1248,2021-08-30,5860,5880,5830,5850,62607,088260,이리츠코크렙
1249,2021-08-31,5870,5880,5850,5850,62883,088260,이리츠코크렙
1250,2021-08-30,181500,181500,175500,176500,161683,139480,이마트
1251,2021-08-31,175500,179000,174000,179000,198197,139480,이마트
1252,2021-08-30,4350,4490,4280,4440,1675446,007660,이수페타시스
1253,2021-08-31,4380,4395,4225,4285,1091904,007660,이수페타시스
1254,2021-08-30,13200,13450,12950,13300,520331,005950,이수화학
1255,2021-08-31,13300,13300,12900,13200,391746,005950,이수화학
1256,2021-08-30,4575,5000,4465,4565,19411517,015020,이스타코
1257,2021-08-31,4540,4880,4445,4810,7908613,015020,이스타코
1258,2021-08-30,512,533,511,520,34055173,093230,이아이디
1259,2021-08-31,521,522,511,513,17471661,093230,이아이디
1260,2021-08-30,3850,3935,3795,3905,328592,074610,이엔플러스
1261,2021-08-31,3870,3940,3820,3860,186255,074610,이엔플러스
1262,2021-08-30,54400,54600,52300,54100,378770,102460,이연제약
1263,2021-08-31,54900,55300,52400,52700,333685,102460,이연제약
1264,2021-08-30,2890,2925,2880,2910,219659,084680,이월드
1265,2021-08-31,2910,2925,2865,2920,253552,084680,이월드
1266,2021-08-30,5080,5090,5030,5050,31240,350520,이지스레지던스리츠
1267,2021-08-31,5070,5090,5050,5070,31400,350520,이지스레지던스리츠
1268,2021-08-30,5560,5560,5480,5520,136599,334890,이지스밸류리츠
1269,2021-08-31,5550,5550,5490,5520,27155,334890,이지스밸류리츠
1270,2021-08-30,18800,18950,18600,18750,3224,000760,이화산업
1271,2021-08-31,18750,19000,18750,19000,1367,000760,이화산업
1272,2021-08-30,1575,1585,1530,1535,499791,014990,인디에프
1273,2021-08-31,1550,1580,1535,1575,252725,014990,인디에프
1274,2021-08-30,4380,4410,4205,4215,1413041,101140,인바이오젠
1275,2021-08-31,4235,4370,4110,4325,1397661,101140,인바이오젠
1276,2021-08-30,4415,4465,4215,4215,2518025,006490,인스코비
1277,2021-08-31,4215,4300,4125,4255,1866097,006490,인스코비
1278,2021-08-30,15550,15800,15150,15350,136257,023800,인지컨트롤스
1279,2021-08-31,15500,16250,15350,15750,222449,023800,인지컨트롤스
1280,2021-08-30,28050,28150,27800,27900,671,034590,인천도시가스
1281,2021-08-31,27900,28000,27750,27900,1993,034590,인천도시가스
1282,2021-08-30,3505,3550,3505,3540,84294,129260,인터지스
1283,2021-08-31,3540,3595,3515,3570,82603,129260,인터지스
1284,2021-08-30,12950,12950,12400,12450,26735,023810,인팩
1285,2021-08-31,12450,12700,12250,12400,41750,023810,인팩
1286,2021-08-30,14400,14500,14300,14400,22232,249420,일동제약
1287,2021-08-31,14300,14400,14200,14400,36117,249420,일동제약
1288,2021-08-30,13100,13200,12900,13100,8703,000230,일동홀딩스
1289,2021-08-31,13250,13250,12750,12900,7638,000230,일동홀딩스
1290,2021-08-30,3810,4465,3775,4215,23477654,013360,일성건설
1291,2021-08-31,4225,4370,4140,4225,5948130,013360,일성건설
1292,2021-08-30,80700,81800,80000,80100,962,003120,일성신약
1293,2021-08-31,80200,80500,80000,80500,894,003120,일성신약
1294,2021-08-30,111000,112000,109000,110500,3201,003200,일신방직
1295,2021-08-31,110500,110500,108000,110000,4104,003200,일신방직
1296,2021-08-30,2590,2655,2565,2635,1995255,007110,일신석재
1297,2021-08-31,2660,2715,2620,2715,3369088,007110,일신석재
1298,2021-08-30,34100,34600,33900,34100,122373,007570,일양약품
1299,2021-08-31,34000,34900,33600,34500,137875,007570,일양약품
1300,2021-08-30,33550,33800,32900,33500,1513,007575,일양약품우
1301,2021-08-31,33900,33900,32850,33700,2100,007575,일양약품우
1302,2021-08-30,18700,19200,18700,19200,1082,008500,일정실업
1303,2021-08-31,19200,21150,19200,20800,8159,008500,일정실업
1304,2021-08-30,51400,53800,50700,52500,1815667,081000,일진다이아
1305,2021-08-31,54200,54400,51400,52500,955937,081000,일진다이아
1306,2021-08-30,4275,4335,4250,4270,120865,020760,일진디스플
1307,2021-08-31,4330,4470,4265,4380,200888,020760,일진디스플
1308,2021-08-30,76000,76300,73500,73900,255227,020150,일진머티리얼즈
1309,2021-08-31,74200,76300,73400,75700,293767,020150,일진머티리얼즈
1310,2021-08-30,6140,6520,6080,6210,4946320,103590,일진전기
1311,2021-08-31,6200,6210,5980,6040,896467,103590,일진전기
1312,2021-08-30,7940,9570,7880,8690,45742475,015860,일진홀딩스
1313,2021-08-31,8690,8880,7990,8210,6882816,015860,일진홀딩스
1314,2021-08-30,23000,23000,22550,22550,18077,226320,잇츠한불
1315,2021-08-31,22350,22650,22300,22600,15723,226320,잇츠한불
1316,2021-08-30,9660,10050,9660,9880,180999,317400,자이에스앤디
1317,2021-08-31,9920,10050,9810,9920,141467,317400,자이에스앤디
1318,2021-08-30,16650,16900,16600,16700,54612,033240,자화전자
1319,2021-08-31,16900,17200,16450,17200,82725,033240,자화전자
1320,2021-08-30,39700,39700,38850,39300,841,000950,전방
1321,2021-08-31,39300,39500,39000,39450,1229,000950,전방
1322,2021-08-30,5300,5310,5290,5300,385462,348950,제이알글로벌리츠
1323,2021-08-31,5310,5350,5290,5290,1167542,348950,제이알글로벌리츠
1324,2021-08-30,19950,20300,19700,19950,37100,194370,제이에스코퍼레이션
1325,2021-08-31,20250,21350,20050,21350,188116,194370,제이에스코퍼레이션
1326,2021-08-30,1340,1345,1310,1335,726624,025620,제이준코스메틱
1327,2021-08-31,1340,1380,1320,1350,832487,025620,제이준코스메틱
1328,2021-08-30,42150,46150,42100,43400,301265,036420,제이콘텐트리
1329,2021-08-31,44600,44600,41900,41900,169247,036420,제이콘텐트리
1330,2021-08-30,23100,23150,22950,22950,144410,030000,제일기획
1331,2021-08-31,22900,23150,22700,23100,298900,030000,제일기획
1332,2021-08-30,40450,40500,39750,40250,82271,271980,제일약품
1333,2021-08-31,40250,40250,39600,39750,48819,271980,제일약품
1334,2021-08-30,8420,8420,8320,8400,12927,001560,제일연마
1335,2021-08-31,8400,8440,8340,8400,7068,001560,제일연마
1336,2021-08-30,22200,22200,20450,20450,60287,002620,제일파마홀딩스
1337,2021-08-31,20350,20350,19600,19900,43673,002620,제일파마홀딩스
1338,2021-08-30,7010,7060,6740,6790,415877,006220,제주은행
1339,2021-08-31,6760,6780,6600,6730,235468,006220,제주은행
1340,2021-08-30,0,0,0,22800,0,089590,제주항공
1341,2021-08-31,0,0,0,22800,0,089590,제주항공
1342,2021-08-30,7370,7400,7320,7370,15974,004910,조광페인트
1343,2021-08-31,7370,7550,7290,7520,28524,004910,조광페인트
1344,2021-08-30,53100,53600,52700,52700,917,004700,조광피혁
1345,2021-08-31,52700,53800,52700,53800,2641,004700,조광피혁
1346,2021-08-30,26550,27100,26500,26650,104608,001550,조비
1347,2021-08-31,26800,27050,26650,26900,82861,001550,조비
1348,2021-08-30,87800,88000,87400,88000,701,000480,조선내화
1349,2021-08-31,88500,88900,88000,88500,1249,000480,조선내화
1350,2021-08-30,109500,111500,109500,111000,2393,120030,조선선재
1351,2021-08-31,111000,111000,108500,110500,2137,120030,조선선재
1352,2021-08-30,1820,1835,1710,1800,19836150,018470,조일알미늄
1353,2021-08-31,1775,2090,1730,1945,80498250,018470,조일알미늄
1354,2021-08-30,193000,197000,193000,195500,73,002600,조흥
1355,2021-08-31,195500,197500,194000,196500,183,002600,조흥
1356,2021-08-30,131000,131000,127500,128000,40658,185750,종근당
1357,2021-08-31,127500,129500,125500,129000,35941,185750,종근당
1358,2021-08-30,51300,52200,50800,51100,17401,063160,종근당바이오
1359,2021-08-31,51200,51900,50300,51700,28854,063160,종근당바이오
1360,2021-08-30,92800,92800,92000,92100,6482,001630,종근당홀딩스
1361,2021-08-31,92400,92500,91100,92000,9071,001630,종근당홀딩스
1362,2021-08-30,1460,1460,1420,1435,456406,044380,주연테크
1363,2021-08-31,1430,1435,1385,1405,611768,044380,주연테크
1364,2021-08-30,81900,82900,80500,81100,53263,013890,지누스
1365,2021-08-31,80700,83600,80400,83500,75998,013890,지누스
1366,2021-08-30,6890,6940,6760,6880,326282,013870,지엠비코리아
1367,2021-08-31,6940,7280,6860,7140,717763,013870,지엠비코리아
1368,2021-08-30,41200,41550,40250,40250,9199,071320,지역난방공사
1369,2021-08-31,40750,40800,40200,40400,4504,071320,지역난방공사
1370,2021-08-30,0,0,0,306,0,010580,지코
1371,2021-08-31,0,0,0,306,0,010580,지코
1372,2021-08-30,6440,6460,6400,6460,11996,035000,지투알
1373,2021-08-31,6460,6480,6390,6460,10456,035000,지투알
1374,2021-08-30,3775,3850,3775,3850,24463,088790,진도
1375,2021-08-31,3850,3945,3820,3940,37316,088790,진도
1376,2021-08-30,5840,5950,5700,5880,183404,003780,진양산업
1377,2021-08-31,5830,5930,5730,5750,293738,003780,진양산업
1378,2021-08-30,3670,3725,3650,3690,27092,010640,진양폴리
1379,2021-08-31,3690,3715,3625,3690,38509,010640,진양폴리
1380,2021-08-30,3105,3105,3050,3080,89787,100250,진양홀딩스
1381,2021-08-31,3070,3085,3055,3080,53690,100250,진양홀딩스
1382,2021-08-30,3955,4060,3945,4030,59019,051630,진양화학
1383,2021-08-31,4065,4065,3850,3975,78387,051630,진양화학
1384,2021-08-30,21750,22000,21150,21850,395416,272450,진에어
1385,2021-08-31,22000,22000,21400,21750,219874,272450,진에어
1386,2021-08-30,34450,34450,32600,32750,1879252,011000,진원생명과학
1387,2021-08-31,32600,35350,31700,32950,3666708,011000,진원생명과학
1388,2021-08-30,2400,2450,2360,2375,1469367,002780,진흥기업
1389,2021-08-31,2360,2385,2330,2355,608916,002780,진흥기업
1390,2021-08-30,16150,16200,16100,16150,636,002787,진흥기업2우B
1391,2021-08-31,16150,16150,15900,15950,387,002787,진흥기업2우B
1392,2021-08-30,6540,6580,6500,6570,947,002785,진흥기업우B
1393,2021-08-31,6600,6700,6600,6680,2834,002785,진흥기업우B
1394,2021-08-30,1445,1450,1410,1430,123928,009310,참엔지니어링
1395,2021-08-31,1415,1425,1400,1420,171509,009310,참엔지니어링
1396,2021-08-30,70500,70600,69900,70100,433,000650,천일고속
1397,2021-08-31,70300,70700,70000,70200,392,000650,천일고속
1398,2021-08-30,1545,1560,1525,1530,74794,033250,체시스
1399,2021-08-31,1540,1555,1500,1515,272604,033250,체시스
1400,2021-08-30,152000,153000,150500,151500,1628144,035720,카카오
1401,2021-08-31,152500,155000,151000,155000,3027682,035720,카카오
1402,2021-08-30,84000,84300,81600,81900,1782049,323410,카카오뱅크
1403,2021-08-31,81000,83900,80900,83900,1703018,323410,카카오뱅크
1404,2021-08-30,4100,4215,4100,4205,155331,006380,카프로
1405,2021-08-31,4220,4230,4080,4120,174564,006380,카프로
1406,2021-08-30,0,0,0,4100,0,109070,컨버즈
1407,2021-08-31,0,0,0,4100,0,109070,컨버즈
1408,2021-08-30,1240,1340,1200,1255,6243215,001620,케이비아이동국실업
1409,2021-08-31,1270,1315,1250,1280,3243857,001620,케이비아이동국실업
1410,2021-08-30,24450,24450,23450,23950,16927,029460,케이씨
1411,2021-08-31,23750,24250,23750,24250,31798,029460,케이씨
1412,2021-08-30,26350,26650,25850,26100,45831,281820,케이씨텍
1413,2021-08-31,26100,26600,25700,26600,58778,281820,케이씨텍
1414,2021-08-30,1660,1705,1595,1650,3812734,145270,케이탑리츠
1415,2021-08-31,1660,1660,1520,1565,1871500,145270,케이탑리츠
1416,2021-08-30,6010,6040,6000,6020,93263,357120,코람코에너지리츠
1417,2021-08-31,6040,6080,6020,6070,94231,357120,코람코에너지리츠
1418,2021-08-30,7730,7870,7610,7640,4209,007815,코리아써우
1419,2021-08-31,7710,7720,7510,7640,11835,007815,코리아써우
1420,2021-08-30,15600,15800,15250,15600,329857,007810,코리아써키트
1421,2021-08-31,15700,16000,15450,15950,305208,007810,코리아써키트
1422,2021-08-30,8850,9050,8850,9020,336,00781K,코리아써키트2우B
1423,2021-08-31,9150,9150,9000,9020,343,00781K,코리아써키트2우B
1424,2021-08-30,9500,9510,9280,9420,260118,003690,코리안리
1425,2021-08-31,9400,9430,9300,9430,176401,003690,코리안리
1426,2021-08-30,136000,136000,130500,130500,51759,192820,코스맥스
1427,2021-08-31,131000,133000,129500,130500,58331,192820,코스맥스
1428,2021-08-30,18200,18300,17850,18200,9241,044820,코스맥스비티아이
1429,2021-08-31,18400,18400,17750,18000,5832,044820,코스맥스비티아이
1430,2021-08-30,42050,42300,39800,41400,1022587,005070,코스모신소재
1431,2021-08-31,41600,43200,41250,43050,1036435,005070,코스모신소재
1432,2021-08-30,19400,19750,17800,18500,2972577,005420,코스모화학
1433,2021-08-31,18750,19100,18400,18600,1669892,005420,코스모화학
1434,2021-08-30,1310,1330,1305,1320,113945,071950,코아스
1435,2021-08-31,1320,1335,1260,1315,163224,071950,코아스
1436,2021-08-30,32000,33350,31750,32650,196844,002020,코오롱
1437,2021-08-31,32650,32800,31650,32650,76483,002020,코오롱
1438,2021-08-30,23500,23700,22600,22850,296184,003070,코오롱글로벌
1439,2021-08-31,23150,23150,22600,22950,81063,003070,코오롱글로벌
1440,2021-08-30,33000,33000,31600,32000,1793,003075,코오롱글로벌우
1441,2021-08-31,32400,32550,31800,32000,966,003075,코오롱글로벌우
1442,2021-08-30,0,0,0,3075,0,144620,코오롱머티리얼
1443,2021-08-31,0,0,0,3075,0,144620,코오롱머티리얼
1444,2021-08-30,20500,21150,20250,20700,10747,002025,코오롱우
1445,2021-08-31,20650,20900,20550,20700,1682,002025,코오롱우
1446,2021-08-30,86100,88400,84300,86300,842737,120110,코오롱인더
1447,2021-08-31,86000,87600,85400,87000,331708,120110,코오롱인더
1448,2021-08-30,35550,36350,35300,35850,53792,120115,코오롱인더우
1449,2021-08-31,35650,36300,35650,36000,23806,120115,코오롱인더우
1450,2021-08-30,7280,7400,7190,7260,170448,138490,코오롱플라스틱
1451,2021-08-31,7260,7350,7190,7290,109240,138490,코오롱플라스틱
1452,2021-08-30,75600,77300,75400,76900,169610,021240,코웨이
1453,2021-08-31,76300,78500,75000,78200,591338,021240,코웨이
1454,2021-08-30,1090,1095,1075,1080,415438,031820,콤텍시스템
1455,2021-08-31,1080,1085,1045,1065,930227,031820,콤텍시스템
1456,2021-08-30,25850,25900,25000,25250,38030,192400,쿠쿠홀딩스
1457,2021-08-31,25050,25750,24450,25100,45391,192400,쿠쿠홀딩스
1458,2021-08-30,42750,43200,41850,42050,39629,284740,쿠쿠홈시스
1459,2021-08-31,42000,42350,41650,42000,24384,284740,쿠쿠홈시스
1460,2021-08-30,521,527,518,521,532094,015590,큐로
1461,2021-08-31,520,523,513,520,526049,015590,큐로
1462,2021-08-30,11200,11200,10900,11000,17362,264900,크라운제과
1463,2021-08-31,11100,11100,10750,11000,16444,264900,크라운제과
1464,2021-08-30,15500,15500,15050,15250,8875,26490K,크라운제과우
1465,2021-08-31,15250,15350,15050,15300,5055,26490K,크라운제과우
1466,2021-08-30,9600,9700,9540,9590,14633,005740,크라운해태홀딩스
1467,2021-08-31,9630,9630,9480,9590,13042,005740,크라운해태홀딩스
1468,2021-08-30,15250,15350,15250,15350,1163,005745,크라운해태홀딩스우
1469,2021-08-31,15450,15500,15250,15500,1971,005745,크라운해태홀딩스우
1470,2021-08-30,494000,499500,485000,497000,358146,259960,크래프톤
1471,2021-08-31,480000,494500,470500,491500,406627,259960,크래프톤
1472,2021-08-30,16350,17550,16300,16350,835206,020120,키다리스튜디오
1473,2021-08-31,16900,17250,16350,16900,403072,020120,키다리스튜디오
1474,2021-08-30,119500,120000,116500,117000,62390,039490,키움증권
1475,2021-08-31,116500,118500,115000,118000,51697,039490,키움증권
1476,2021-08-30,6150,6160,5970,6080,398862,014580,태경비케이
1477,2021-08-31,6100,6110,5870,6100,565691,014580,태경비케이
1478,2021-08-30,6340,6370,6290,6300,59177,015890,태경산업
1479,2021-08-31,6300,6340,6230,6330,85003,015890,태경산업
1480,2021-08-30,16250,16500,15750,16400,165563,006890,태경케미컬
1481,2021-08-31,16400,16400,15950,16200,113199,006890,태경케미컬
1482,2021-08-30,1099000,1105000,1087000,1098000,580,003240,태광산업
1483,2021-08-31,1083000,1105000,1083000,1105000,682,003240,태광산업
1484,2021-08-30,4650,4650,4600,4645,140729,011280,태림포장
1485,2021-08-31,4655,4690,4590,4615,111517,011280,태림포장
1486,2021-08-30,1720,1735,1665,1695,1033335,004100,태양금속
1487,2021-08-31,1690,1790,1670,1790,2041062,004100,태양금속
1488,2021-08-30,3750,3750,3610,3620,63937,004105,태양금속우
1489,2021-08-31,3655,3690,3515,3690,45957,004105,태양금속우
1490,2021-08-30,11850,12200,11750,12150,130517,009410,태영건설
1491,2021-08-31,12300,12350,12050,12200,81839,009410,태영건설
1492,2021-08-30,14350,15100,14350,14950,10097,009415,태영건설우
1493,2021-08-31,15300,15300,14800,15250,6019,009415,태영건설우
1494,2021-08-30,5420,5720,5410,5720,86719,001420,태원물산
1495,2021-08-31,5720,5760,5600,5690,59952,001420,태원물산
1496,2021-08-30,2545,2545,2470,2500,338475,007980,태평양물산
1497,2021-08-31,2500,2520,2450,2515,221117,007980,태평양물산
1498,2021-08-30,75500,75500,71100,72400,65110,055490,테이팩스
1499,2021-08-31,72700,73700,70900,72800,37373,055490,테이팩스
1500,2021-08-30,11500,11550,11250,11500,8098,078000,텔코웨어
1501,2021-08-31,11550,11600,11350,11500,1987,078000,텔코웨어
1502,2021-08-30,7550,7600,7450,7580,22001,214420,토니모리
1503,2021-08-31,7510,7660,7510,7610,15478,214420,토니모리
1504,2021-08-30,3600,3715,3595,3665,176793,019180,티에이치엔
1505,2021-08-31,3665,3690,3625,3685,129995,019180,티에이치엔
1506,2021-08-30,30600,30950,30000,30800,89121,363280,티와이홀딩스
1507,2021-08-31,30550,30900,30300,30750,68180,363280,티와이홀딩스
1508,2021-08-30,25100,25450,24850,25300,3276,36328K,티와이홀딩스우
1509,2021-08-31,25450,25450,24950,25300,6035,36328K,티와이홀딩스우
1510,2021-08-30,3800,3845,3730,3805,557946,091810,티웨이항공
1511,2021-08-31,3795,3795,3685,3770,388780,091810,티웨이항공
1512,2021-08-30,1260,1305,1235,1275,235003,004870,티웨이홀딩스
1513,2021-08-31,1300,1300,1255,1275,109601,004870,티웨이홀딩스
1514,2021-08-30,16350,16600,16250,16450,386879,005690,파미셀
1515,2021-08-31,16600,16650,16100,16350,384053,005690,파미셀
1516,2021-08-30,6300,6490,6250,6470,141979,036580,팜스코
1517,2021-08-31,6470,6490,6370,6390,73445,036580,팜스코
1518,2021-08-30,9890,9890,9690,9720,94330,004720,팜젠사이언스
1519,2021-08-31,9720,9910,9660,9760,112045,004720,팜젠사이언스
1520,2021-08-30,8240,8350,8140,8270,7083082,028670,팬오션
1521,2021-08-31,8340,8350,8190,8310,5976543,028670,팬오션
1522,2021-08-30,2410,2430,2350,2420,180078,010820,퍼스텍
1523,2021-08-31,2425,2440,2380,2440,211672,010820,퍼스텍
1524,2021-08-30,39400,39500,38550,39350,6299,016800,퍼시스
1525,2021-08-31,39000,39000,37850,38400,7695,016800,퍼시스
1526,2021-08-30,2090,2090,2060,2080,23313,001020,페이퍼코리아
1527,2021-08-31,2090,2095,2030,2045,25203,001020,페이퍼코리아
1528,2021-08-30,2055,2315,1955,2150,37396345,090080,평화산업
1529,2021-08-31,2180,2795,2170,2440,55150935,090080,평화산업
1530,2021-08-30,5160,5670,5040,5510,1418268,010770,평화홀딩스
1531,2021-08-31,5520,7060,5520,5850,3941169,010770,평화홀딩스
1532,2021-08-30,63400,65700,63300,65400,87106,058430,포스코강판
1533,2021-08-31,66000,66100,63700,65400,64320,058430,포스코강판
1534,2021-08-30,22600,22650,22100,22300,586374,047050,포스코인터내셔널
1535,2021-08-31,22350,22900,22000,22750,872193,047050,포스코인터내셔널
1536,2021-08-30,152000,156000,150000,152000,432542,003670,포스코케미칼
1537,2021-08-31,152000,155500,150500,155500,293030,003670,포스코케미칼
1538,2021-08-30,0,0,0,1225,0,007630,폴루스바이오팜
1539,2021-08-31,0,0,0,1225,0,007630,폴루스바이오팜
1540,2021-08-30,17450,17550,17250,17350,57277,017810,풀무원
1541,2021-08-31,17350,17500,17050,17500,52660,017810,풀무원
1542,2021-08-30,34900,35500,34550,35350,179122,103140,풍산
1543,2021-08-31,35350,35600,35050,35450,120334,103140,풍산
1544,2021-08-30,29850,29950,29150,29800,64574,005810,풍산홀딩스
1545,2021-08-31,29800,30850,29700,29800,74064,005810,풍산홀딩스
1546,2021-08-30,32400,32650,31750,32250,248368,950210,프레스티지바이오파마
1547,2021-08-31,32550,32550,31500,31900,273221,950210,프레스티지바이오파마
1548,2021-08-30,45250,45250,43650,43650,1016887,086790,하나금융지주
1549,2021-08-31,43550,45050,43100,45050,1396637,086790,하나금융지주
1550,2021-08-30,21950,22100,21800,22050,53074,293480,하나제약
1551,2021-08-31,22050,22700,21850,22550,117916,293480,하나제약
1552,2021-08-30,78000,78900,77500,78100,134979,039130,하나투어
1553,2021-08-31,77600,78800,76700,77400,74865,039130,하나투어
1554,2021-08-30,2645,2660,2645,2660,32875,172580,하이골드12호
1555,2021-08-31,2660,2660,2645,2660,30497,172580,하이골드12호
1556,2021-08-30,2160,2205,2160,2205,58243,153360,하이골드3호
1557,2021-08-31,2235,2235,2205,2220,35427,153360,하이골드3호
1558,2021-08-30,289500,291500,286000,286000,107789,352820,하이브
1559,2021-08-31,286500,290500,280500,289500,181443,352820,하이브
1560,2021-08-30,3470,3585,3440,3555,381336,071090,하이스틸
1561,2021-08-31,3555,3650,3530,3620,353902,071090,하이스틸
1562,2021-08-30,5150,5350,4655,4800,165647,019490,하이트론
1563,2021-08-31,4990,4990,4480,4730,162131,019490,하이트론
1564,2021-08-30,32950,34050,32900,33850,491891,000080,하이트진로
1565,2021-08-31,33900,33950,33150,33350,340503,000080,하이트진로
1566,2021-08-30,21000,21200,20900,21150,2261,000087,하이트진로2우B
1567,2021-08-31,21200,21200,20950,21150,494,000087,하이트진로2우B
1568,2021-08-30,14350,14600,14300,14400,18101,000140,하이트진로홀딩스
1569,2021-08-31,14450,14550,14250,14550,12035,000140,하이트진로홀딩스
1570,2021-08-30,17950,18200,17950,18200,1107,000145,하이트진로홀딩스우
1571,2021-08-31,17950,18100,17900,18100,2116,000145,하이트진로홀딩스우
1572,2021-08-30,1575,1575,1555,1565,45878,152550,한국ANKOR유전
1573,2021-08-31,1565,1565,1565,1565,16572,152550,한국ANKOR유전
1574,2021-08-30,36400,36450,35800,35950,173258,036460,한국가스공사
1575,2021-08-31,35850,36200,35450,36200,232193,036460,한국가스공사
1576,2021-08-30,50200,51000,49650,50200,10012,005430,한국공항
1577,2021-08-31,50100,50400,49450,50200,9542,005430,한국공항
1578,2021-08-30,94800,95000,92900,92900,151658,071050,한국금융지주
1579,2021-08-31,93000,95300,91200,95300,334124,071050,한국금융지주
1580,2021-08-30,71600,71600,69900,70800,21973,071055,한국금융지주우
1581,2021-08-31,71000,71300,69500,71300,30124,071055,한국금융지주우
1582,2021-08-30,4270,4375,4260,4340,61047,010040,한국내화
1583,2021-08-31,4340,4365,4270,4300,59579,010040,한국내화
1584,2021-08-30,83300,84100,80400,80900,55879,025540,한국단자
1585,2021-08-31,81100,82800,79600,82800,42200,025540,한국단자
1586,2021-08-30,13750,13750,13400,13550,41378,004090,한국석유
1587,2021-08-31,13550,13550,13150,13300,29489,004090,한국석유
1588,2021-08-30,27500,27650,26650,26800,17678,002200,한국수출포장
1589,2021-08-31,26950,27150,26300,26450,15182,002200,한국수출포장
1590,2021-08-30,268500,271000,266000,268000,926,002960,한국쉘석유
1591,2021-08-31,268000,270000,267500,269500,995,002960,한국쉘석유
1592,2021-08-30,17200,17250,16950,17000,93614,000240,한국앤컴퍼니
1593,2021-08-31,17000,17350,16950,17250,118662,000240,한국앤컴퍼니
1594,2021-08-30,4490,4510,4470,4480,196165,123890,한국자산신탁
1595,2021-08-31,4490,4510,4450,4500,145023,123890,한국자산신탁
1596,2021-08-30,23900,24000,23750,23800,1332607,015760,한국전력
1597,2021-08-31,23800,24000,23600,24000,1885967,015760,한국전력
1598,2021-08-30,1315,1330,1300,1315,245096,006200,한국전자홀딩스
1599,2021-08-31,1315,1360,1295,1355,506530,006200,한국전자홀딩스
1600,2021-08-30,118500,119500,116000,117500,250312,009540,한국조선해양
1601,2021-08-31,117500,118500,116000,118500,317035,009540,한국조선해양
1602,2021-08-30,8310,8730,8270,8670,207639,023350,한국종합기술
1603,2021-08-31,8790,8860,8510,8680,123650,023350,한국종합기술
1604,2021-08-30,2800,2820,2755,2815,80387,025890,한국주강
1605,2021-08-31,2820,2850,2725,2795,67782,025890,한국주강
1606,2021-08-30,10050,10200,10000,10100,157445,000970,한국주철관
1607,2021-08-31,10150,10250,10000,10200,141149,000970,한국주철관
1608,2021-08-30,9850,10150,9800,10100,177834,104700,한국철강
1609,2021-08-31,10100,10100,9930,9990,90842,104700,한국철강
1610,2021-08-30,10550,10800,10450,10800,281725,017960,한국카본
1611,2021-08-31,10850,10900,10550,10650,262023,017960,한국카본
1612,2021-08-30,48250,48800,48200,48550,74305,161890,한국콜마
1613,2021-08-31,48550,48550,47800,48250,76021,161890,한국콜마
1614,2021-08-30,24750,24750,24300,24600,34783,024720,한국콜마홀딩스
1615,2021-08-31,24600,24650,24250,24500,32573,024720,한국콜마홀딩스
1616,2021-08-30,45850,47000,45700,46200,189539,161390,한국타이어앤테크놀로지
1617,2021-08-31,45850,46600,45300,46600,362268,161390,한국타이어앤테크놀로지
1618,2021-08-30,2310,2345,2295,2330,519880,034830,한국토지신탁
1619,2021-08-31,2325,2350,2320,2350,511887,034830,한국토지신탁
1620,2021-08-30,3650,3655,3560,3620,134306,007280,한국특강
1621,2021-08-31,3685,3685,3580,3615,71584,007280,한국특강
1622,2021-08-30,2025,2040,2025,2040,44804,168490,한국패러랠
1623,2021-08-31,2040,2045,2035,2035,24027,168490,한국패러랠
1624,2021-08-30,3120,3170,3115,3140,143282,010100,한국프랜지
1625,2021-08-31,3140,3255,3110,3210,234602,010100,한국프랜지
1626,2021-08-30,32250,33050,32050,32500,366546,047810,한국항공우주
1627,2021-08-31,32500,32900,32200,32850,344735,047810,한국항공우주
1628,2021-08-30,10200,10250,10000,10100,32117,123690,한국화장품
1629,2021-08-31,10150,10150,9980,10100,24836,123690,한국화장품
1630,2021-08-30,30500,30500,30000,30100,9717,003350,한국화장품제조
1631,2021-08-31,30300,30300,29850,30150,6267,003350,한국화장품제조
1632,2021-08-30,14100,14100,13800,13800,85335,011500,한농화성
1633,2021-08-31,13800,13950,13600,13850,61736,011500,한농화성
1634,2021-08-30,25550,25550,25100,25300,36405,002390,한독
1635,2021-08-31,26150,27350,26150,26850,205826,002390,한독
1636,2021-08-30,5160,5320,5160,5240,123526,014790,한라
1637,2021-08-31,5270,5300,5150,5250,80900,014790,한라
1638,2021-08-30,46000,46250,45700,46100,22570,060980,한라홀딩스
1639,2021-08-31,46250,46450,45650,46250,31190,060980,한라홀딩스
1640,2021-08-30,11500,11550,11250,11500,101657,053690,한미글로벌
1641,2021-08-31,11600,11600,11300,11450,71211,053690,한미글로벌
1642,2021-08-30,34950,35050,34050,34350,198062,042700,한미반도체
1643,2021-08-31,34200,34800,33800,34550,245967,042700,한미반도체
1644,2021-08-30,74400,77200,73400,73600,251488,008930,한미사이언스
1645,2021-08-31,73400,74000,72200,73400,114953,008930,한미사이언스
1646,2021-08-30,310500,311500,305500,305500,23847,128940,한미약품
1647,2021-08-31,305500,309000,301000,309000,50369,128940,한미약품
